observation_id|report_type|date_time|date_time_meaning|latitude|longitude|observation_height_above_station_surface|observed_variable|units|observation_value|value_significance|observation_duration|platform_type|station_type|primary_station_id|station_name|quality_flag|data_policy_licence|source_id 
AG000060590-5-1973-06-44-13|2|1973-06-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1973-07-85-0|2|1973-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|315.47|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1973-07-85-1|2|1973-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|296.96|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1973-07-85-2|2|1973-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|306.21|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1973-07-44-13|2|1973-07-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1973-08-85-0|2|1973-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|311.51|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1973-08-85-1|2|1973-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|297.24|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1973-08-85-2|2|1973-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|304.38|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1973-08-44-13|2|1973-08-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1973-09-85-0|2|1973-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|308.13|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1973-09-85-1|2|1973-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|290.89|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1973-09-85-2|2|1973-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|299.51|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1973-09-44-13|2|1973-09-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1973-10-85-0|2|1973-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|304.61|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1973-10-85-1|2|1973-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|285.06|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1973-10-85-2|2|1973-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|294.83|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1973-10-44-13|2|1973-10-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1973-11-85-0|2|1973-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|294.39|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1973-11-85-1|2|1973-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|280.33|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1973-11-85-2|2|1973-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|287.36|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1973-11-44-13|2|1973-11-01 00:00:00+00|1|30.5667|2.8667|1|44|710|2.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1973-12-85-0|2|1973-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|289.15|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1973-12-85-1|2|1973-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|275.58|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1973-12-85-2|2|1973-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|282.36|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1973-12-44-13|2|1973-12-01 00:00:00+00|1|30.5667|2.8667|1|44|710|11.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1974-01-85-0|2|1974-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|290.43|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1974-01-85-1|2|1974-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|274.68|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1974-01-85-2|2|1974-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|282.56|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1974-01-44-13|2|1974-01-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1974-02-85-0|2|1974-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|292.07|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1974-02-85-1|2|1974-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|274.80|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1974-02-85-2|2|1974-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|283.44|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1974-02-44-13|2|1974-02-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1974-03-85-0|2|1974-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|295.34|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1974-03-85-1|2|1974-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|280.25|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1974-03-85-2|2|1974-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|287.79|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1974-03-44-13|2|1974-03-01 00:00:00+00|1|30.5667|2.8667|1|44|710|9.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1974-04-85-0|2|1974-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|298.60|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1974-04-85-1|2|1974-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|283.49|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1974-04-85-2|2|1974-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|291.05|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1974-04-44-13|2|1974-04-01 00:00:00+00|1|30.5667|2.8667|1|44|710|7.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1974-05-85-0|2|1974-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|308.34|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1974-05-85-1|2|1974-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|291.93|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1974-05-85-2|2|1974-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|300.14|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1974-05-44-13|2|1974-05-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1974-06-85-0|2|1974-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|312.57|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1974-06-85-1|2|1974-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|297.25|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1974-06-85-2|2|1974-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|304.91|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1974-06-44-13|2|1974-06-01 00:00:00+00|1|30.5667|2.8667|1|44|710|12.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1974-07-85-0|2|1974-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|310.74|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1974-07-85-1|2|1974-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|295.64|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1974-07-85-2|2|1974-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|303.19|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1974-07-44-13|2|1974-07-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1974-08-85-0|2|1974-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|311.65|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1974-08-85-1|2|1974-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|294.50|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1974-08-85-2|2|1974-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|303.07|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1974-08-44-13|2|1974-08-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1974-09-85-0|2|1974-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|308.42|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1974-09-85-1|2|1974-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|292.37|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1974-09-85-2|2|1974-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|300.40|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1974-09-44-13|2|1974-09-01 00:00:00+00|1|30.5667|2.8667|1|44|710|2.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1974-10-85-0|2|1974-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|299.92|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1974-10-85-1|2|1974-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|284.59|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1974-10-85-2|2|1974-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|292.25|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1974-10-44-13|2|1974-10-01 00:00:00+00|1|30.5667|2.8667|1|44|710|1.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1974-11-85-0|2|1974-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|294.21|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1974-11-85-1|2|1974-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|277.22|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1974-11-85-2|2|1974-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|285.72|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1974-11-44-13|2|1974-11-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1974-12-85-0|2|1974-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|289.49|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1974-12-85-1|2|1974-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|274.57|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1974-12-85-2|2|1974-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|282.03|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1974-12-44-13|2|1974-12-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1975-01-85-0|2|1975-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|289.35|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1975-01-85-1|2|1975-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|273.57|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1975-01-85-2|2|1975-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|281.46|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1975-01-44-13|2|1975-01-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1975-02-85-0|2|1975-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|292.06|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1975-02-85-1|2|1975-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|276.86|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1975-02-85-2|2|1975-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|284.46|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1975-02-44-13|2|1975-02-01 00:00:00+00|1|30.5667|2.8667|1|44|710|3.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1975-03-85-0|2|1975-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|296.12|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1975-03-85-1|2|1975-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|278.62|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1975-03-85-2|2|1975-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|287.37|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1975-03-44-13|2|1975-03-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1975-04-85-0|2|1975-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|300.56|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1975-04-85-1|2|1975-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|285.67|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1975-04-85-2|2|1975-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|293.12|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1975-04-44-13|2|1975-04-01 00:00:00+00|1|30.5667|2.8667|1|44|710|9.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1975-05-85-0|2|1975-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|305.87|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1975-05-85-1|2|1975-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|289.86|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1975-05-85-2|2|1975-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|297.86|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1975-05-44-13|2|1975-05-01 00:00:00+00|1|30.5667|2.8667|1|44|710|1.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1975-06-85-0|2|1975-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|310.97|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1975-06-85-1|2|1975-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|293.68|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1975-06-85-2|2|1975-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|302.32|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1975-06-44-13|2|1975-06-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1975-07-85-0|2|1975-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|314.30|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1975-07-85-1|2|1975-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|296.19|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1975-07-85-2|2|1975-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|305.24|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1975-07-44-13|2|1975-07-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1975-08-85-0|2|1975-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|312.83|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1975-08-85-1|2|1975-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|296.62|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1975-08-85-2|2|1975-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|304.73|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1975-08-44-13|2|1975-08-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1975-09-85-0|2|1975-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|310.93|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1975-09-85-1|2|1975-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|295.05|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1975-09-85-2|2|1975-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|302.99|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1975-09-44-13|2|1975-09-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1975-10-85-0|2|1975-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|301.18|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1975-10-85-1|2|1975-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|287.28|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1975-10-85-2|2|1975-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|294.23|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1975-10-44-13|2|1975-10-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1975-11-85-0|2|1975-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|293.31|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1975-11-85-1|2|1975-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|278.29|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1975-11-85-2|2|1975-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|285.80|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1975-11-44-13|2|1975-11-01 00:00:00+00|1|30.5667|2.8667|1|44|710|2.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1975-12-85-0|2|1975-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|290.44|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1975-12-85-1|2|1975-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|277.61|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1975-12-85-2|2|1975-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|284.03|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1975-12-44-13|2|1975-12-01 00:00:00+00|1|30.5667|2.8667|1|44|710|2.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1976-01-85-0|2|1976-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|288.13|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1976-01-85-1|2|1976-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|275.54|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1976-01-85-2|2|1976-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|281.84|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1976-01-44-13|2|1976-01-01 00:00:00+00|1|30.5667|2.8667|1|44|710|2.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1976-02-85-0|2|1976-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|290.96|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1976-02-85-1|2|1976-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|279.13|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1976-02-85-2|2|1976-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|285.04|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1976-02-44-13|2|1976-02-01 00:00:00+00|1|30.5667|2.8667|1|44|710|4.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1976-03-85-0|2|1976-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|293.10|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1976-03-85-1|2|1976-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|279.66|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1976-03-85-2|2|1976-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|286.38|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1976-03-44-13|2|1976-03-01 00:00:00+00|1|30.5667|2.8667|1|44|710|2.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1976-04-85-0|2|1976-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|300.78|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1976-04-85-1|2|1976-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|284.52|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1976-04-85-2|2|1976-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|292.65|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1976-04-44-13|2|1976-04-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1976-05-85-0|2|1976-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|304.38|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1976-05-85-1|2|1976-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|290.69|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1976-05-85-2|2|1976-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|297.53|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1976-05-44-13|2|1976-05-01 00:00:00+00|1|30.5667|2.8667|1|44|710|8.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1976-06-85-0|2|1976-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|310.07|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1976-06-85-1|2|1976-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|295.14|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1976-06-85-2|2|1976-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|302.60|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1976-06-44-13|2|1976-06-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1976-07-85-0|2|1976-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|314.49|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1976-07-85-1|2|1976-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|298.78|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1976-07-85-2|2|1976-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|306.64|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1976-07-44-13|2|1976-07-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1976-08-85-0|2|1976-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|312.50|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1976-08-85-1|2|1976-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|296.20|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1976-08-85-2|2|1976-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|304.35|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1976-08-44-13|2|1976-08-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1976-09-85-0|2|1976-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|308.27|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1976-09-85-1|2|1976-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|293.09|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1976-09-85-2|2|1976-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|300.68|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1976-09-44-13|2|1976-09-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1976-10-85-0|2|1976-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|300.59|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1976-10-85-1|2|1976-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|285.31|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1976-10-85-2|2|1976-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|292.95|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1976-10-44-13|2|1976-10-01 00:00:00+00|1|30.5667|2.8667|1|44|710|2.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
