observation_id|report_type|date_time|date_time_meaning|latitude|longitude|observation_height_above_station_surface|observed_variable|units|observation_value|value_significance|observation_duration|platform_type|station_type|primary_station_id|station_name|quality_flag|data_policy_licence|source_id 
AG000060590-4-1942-11-85-1|2|1942-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|284.96|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1942-11-85-2|2|1942-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|290.78|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1942-11-44-13|2|1942-11-01 00:00:00+00|1|30.5667|2.8667|1|44|710|7.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1942-12-85-0|2|1942-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|290.91|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1942-12-85-1|2|1942-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|279.83|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1942-12-85-2|2|1942-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|285.37|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1942-12-44-13|2|1942-12-01 00:00:00+00|1|30.5667|2.8667|1|44|710|10.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1943-01-85-0|2|1943-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|292.18|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1943-01-85-1|2|1943-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|277.13|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1943-01-85-2|2|1943-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|284.65|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1943-01-44-13|2|1943-01-01 00:00:00+00|1|30.5667|2.8667|1|44|710|1.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1943-02-85-0|2|1943-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|291.04|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1943-02-85-1|2|1943-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|278.87|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1943-02-85-2|2|1943-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|284.96|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1943-02-44-13|2|1943-02-01 00:00:00+00|1|30.5667|2.8667|1|44|710|28.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1943-03-85-0|2|1943-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|296.83|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1943-03-85-1|2|1943-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|282.92|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1943-03-85-2|2|1943-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|289.88|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-4-1943-04-85-0|2|1943-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|301.02|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1943-04-85-1|2|1943-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|287.59|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1943-04-85-2|2|1943-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|294.31|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1943-04-44-13|2|1943-04-01 00:00:00+00|1|30.5667|2.8667|1|44|710|11.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1943-05-85-0|2|1943-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|303.97|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1943-05-85-1|2|1943-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|290.36|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1943-05-85-2|2|1943-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|297.16|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1943-05-44-13|2|1943-05-01 00:00:00+00|1|30.5667|2.8667|1|44|710|5.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1943-06-85-0|2|1943-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|310.05|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1943-06-85-1|2|1943-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|295.09|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1943-06-85-2|2|1943-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|302.57|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1943-06-44-13|2|1943-06-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1943-07-85-0|2|1943-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|316.54|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1943-07-85-1|2|1943-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|298.92|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1943-07-85-2|2|1943-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|307.73|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1943-07-44-13|2|1943-07-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1943-08-85-0|2|1943-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|312.95|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1943-08-85-1|2|1943-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|298.96|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1943-08-85-2|2|1943-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|305.96|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1943-08-44-13|2|1943-08-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1943-09-85-0|2|1943-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|310.34|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1943-09-85-1|2|1943-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|295.49|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1943-09-85-2|2|1943-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|302.92|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-4-1943-10-85-0|2|1943-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|303.59|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1943-10-85-1|2|1943-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|290.89|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1943-10-85-2|2|1943-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|297.24|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1943-10-44-13|2|1943-10-01 00:00:00+00|1|30.5667|2.8667|1|44|710|35.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1943-11-85-0|2|1943-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|293.62|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1943-11-85-1|2|1943-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|280.48|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1943-11-85-2|2|1943-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|287.05|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1943-11-44-13|2|1943-11-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1943-12-85-0|2|1943-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|291.08|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1943-12-85-1|2|1943-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|280.30|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1943-12-85-2|2|1943-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|285.69|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1943-12-44-13|2|1943-12-01 00:00:00+00|1|30.5667|2.8667|1|44|710|12.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1944-01-85-0|2|1944-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|289.29|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1944-01-85-1|2|1944-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|275.36|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1944-01-85-2|2|1944-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|282.33|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1944-01-44-13|2|1944-01-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1944-02-85-0|2|1944-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|292.36|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1944-02-85-1|2|1944-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|276.81|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1944-02-85-2|2|1944-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|284.59|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1944-02-44-13|2|1944-02-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1944-03-85-0|2|1944-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|295.51|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1944-03-85-1|2|1944-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|280.64|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1944-03-85-2|2|1944-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|288.08|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1944-03-44-13|2|1944-03-01 00:00:00+00|1|30.5667|2.8667|1|44|710|4.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1944-04-85-0|2|1944-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|302.48|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1944-04-85-1|2|1944-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|287.06|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1944-04-85-2|2|1944-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|294.77|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1944-04-44-13|2|1944-04-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1944-05-85-0|2|1944-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|309.75|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1944-05-85-1|2|1944-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|292.73|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1944-05-85-2|2|1944-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|301.24|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1944-05-44-13|2|1944-05-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1944-06-85-0|2|1944-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|311.52|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1944-06-85-1|2|1944-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|295.89|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1944-06-85-2|2|1944-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|303.70|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1944-06-44-13|2|1944-06-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1944-07-85-0|2|1944-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|316.17|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1944-07-85-1|2|1944-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|298.76|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1944-07-85-2|2|1944-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|307.47|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1944-07-44-13|2|1944-07-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1944-08-85-0|2|1944-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|314.70|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1944-08-85-1|2|1944-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|297.74|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1944-08-85-2|2|1944-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|306.22|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1944-08-44-13|2|1944-08-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1944-09-85-0|2|1944-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|309.71|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1944-09-85-1|2|1944-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|296.46|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1944-09-85-2|2|1944-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|303.09|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1944-09-44-13|2|1944-09-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1944-10-85-0|2|1944-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|302.99|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1944-10-85-1|2|1944-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|287.19|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1944-10-85-2|2|1944-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|295.09|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1944-10-44-13|2|1944-10-01 00:00:00+00|1|30.5667|2.8667|1|44|710|2.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1944-11-85-0|2|1944-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|295.56|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1944-11-85-1|2|1944-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|282.75|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1944-11-85-2|2|1944-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|289.16|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1944-11-44-13|2|1944-11-01 00:00:00+00|1|30.5667|2.8667|1|44|710|2.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1944-12-85-0|2|1944-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|288.36|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1944-12-85-1|2|1944-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|277.38|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1944-12-85-2|2|1944-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|282.87|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1944-12-44-13|2|1944-12-01 00:00:00+00|1|30.5667|2.8667|1|44|710|9.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1945-01-85-0|2|1945-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|288.16|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1945-01-85-1|2|1945-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|275.23|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1945-01-85-2|2|1945-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|281.70|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1945-01-44-13|2|1945-01-01 00:00:00+00|1|30.5667|2.8667|1|44|710|4.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1945-02-85-0|2|1945-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|291.66|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1945-02-85-1|2|1945-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|278.21|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1945-02-85-2|2|1945-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|284.93|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1945-02-44-13|2|1945-02-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1945-03-85-0|2|1945-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|295.78|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1945-03-85-1|2|1945-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|281.66|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1945-03-85-2|2|1945-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|288.72|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1945-03-44-13|2|1945-03-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1945-04-85-0|2|1945-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|305.09|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1945-04-85-1|2|1945-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|288.41|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1945-04-85-2|2|1945-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|296.75|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1945-04-44-13|2|1945-04-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1945-05-85-0|2|1945-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|307.24|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1945-05-85-1|2|1945-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|291.98|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1945-05-85-2|2|1945-05-01 00:00:00+00|1|30.5667|2.8667|2|85|005|299.61|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1945-05-44-13|2|1945-05-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1945-06-85-0|2|1945-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|311.50|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1945-06-85-1|2|1945-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|298.39|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1945-06-85-2|2|1945-06-01 00:00:00+00|1|30.5667|2.8667|2|85|005|304.95|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1945-06-44-13|2|1945-06-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1945-07-85-0|2|1945-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|314.33|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1945-07-85-1|2|1945-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|300.10|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1945-07-85-2|2|1945-07-01 00:00:00+00|1|30.5667|2.8667|2|85|005|307.21|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1945-07-44-13|2|1945-07-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1945-08-85-0|2|1945-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|316.25|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1945-08-85-1|2|1945-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|300.76|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1945-08-85-2|2|1945-08-01 00:00:00+00|1|30.5667|2.8667|2|85|005|308.50|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1945-08-44-13|2|1945-08-01 00:00:00+00|1|30.5667|2.8667|1|44|710|2.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1945-09-85-0|2|1945-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|310.40|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1945-09-85-1|2|1945-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|295.49|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1945-09-85-2|2|1945-09-01 00:00:00+00|1|30.5667|2.8667|2|85|005|302.94|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1945-09-44-13|2|1945-09-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1945-10-85-0|2|1945-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|299.95|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1945-10-85-1|2|1945-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|287.56|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1945-10-85-2|2|1945-10-01 00:00:00+00|1|30.5667|2.8667|2|85|005|293.76|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1945-10-44-13|2|1945-10-01 00:00:00+00|1|30.5667|2.8667|1|44|710|32.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1945-11-85-0|2|1945-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|297.78|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1945-11-85-1|2|1945-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|284.54|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1945-11-85-2|2|1945-11-01 00:00:00+00|1|30.5667|2.8667|2|85|005|291.16|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1945-11-44-13|2|1945-11-01 00:00:00+00|1|30.5667|2.8667|1|44|710|12.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1945-12-85-0|2|1945-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|292.17|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1945-12-85-1|2|1945-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|278.68|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1945-12-85-2|2|1945-12-01 00:00:00+00|1|30.5667|2.8667|2|85|005|285.42|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1945-12-44-13|2|1945-12-01 00:00:00+00|1|30.5667|2.8667|1|44|710|3.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1946-01-85-0|2|1946-01-01 00:00:00+00|1|30.5667|2.8667|2|85|005|288.53|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-5-1946-01-44-13|2|1946-01-01 00:00:00+00|1|30.5667|2.8667|1|44|710|50.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1946-02-85-0|2|1946-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|291.10|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1946-02-85-1|2|1946-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|278.75|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1946-02-85-2|2|1946-02-01 00:00:00+00|1|30.5667|2.8667|2|85|005|284.93|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1946-02-44-13|2|1946-02-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1946-03-85-0|2|1946-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|296.52|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1946-03-85-1|2|1946-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|281.89|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1946-03-85-2|2|1946-03-01 00:00:00+00|1|30.5667|2.8667|2|85|005|289.20|2|14||1|AG000060590|EL-GOLEA GSN|3|1|231
AG000060590-5-1946-03-44-13|2|1946-03-01 00:00:00+00|1|30.5667|2.8667|1|44|710|0.0|13|14||1|AG000060590|EL-GOLEA GSN|0|1|232
AG000060590-4-1946-04-85-0|2|1946-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|302.13|0|14||1|AG000060590|EL-GOLEA GSN|0|1|231
AG000060590-4-1946-04-85-1|2|1946-04-01 00:00:00+00|1|30.5667|2.8667|2|85|005|287.44|1|14||1|AG000060590|EL-GOLEA GSN|0|1|231
